Билеты+ПДД 2016 Экзамен ГИБДД	https://play.google.com/store/apps/details?id=jabi.pdd2	29 июля 2016 г.	1000000	5000000	 27M  	 7.6  	     4.1 или более поздняя   	3+		4,9	70 962	342	191	676	6 452	63 301
Расшифровка кодов ошибок OBD-2	https://play.google.com/store/apps/details?id=com.falkolife.obdcods	25 февраля 2016 г.	100000	500000	 1,9M  	 2.3  	     3.2 или более поздняя   	3+	Russia Saratov. ul. Rahova 184/9b	4,2	665	59	33	42	99	432
Штрафы ГИБДД 2016 PRO	https://play.google.com/store/apps/details?id=finesplus.proantigai	3 августа 2016 г.	1000	5000	 19M  	 10.9  	     4.0.3 или более поздняя   	3+	PROEZD SVETLIY 11A 39 KURSK Россия 305046	4,4	217	17	4	7	34	155
Билеты ПДД РФ  2016	https://play.google.com/store/apps/details?id=com.iva.pdd.myapplication	6 апреля 2015 г.	5000	10000	 12M  	 1.5  	     2.3.3 или более поздняя   	3+		4,5	87	3	3	6	14	61
ГИБДД + ШТРАФЫ PRO	https://play.google.com/store/apps/details?id=anti.gibdd	18 декабря 2015 г.	5000	10000	 27M  	 16.0.1  	     3.2 или более поздняя   	3+	proezd Svetliy 11a, kvartira 39 Kursk Россия 305046	4,5	1 315	72	40	62	135	1 006
Симулятор Гаишника	https://play.google.com/store/apps/details?id=ru.blizzed.gaisimulator	22 июня 2014 г.	500000	1000000	 2,7M  	 1.3.7  	     2.1 или более поздняя   	7+Устрашение	456787, Россия, Челябинская область, г.Озёрск, ул.Монтажников, д.50А	4,5	54 824	3 431	1 000	1 772	5 377	43 243
Услуги РТ	https://play.google.com/store/apps/details?id=com.uip.gosuslugi2	12 января 2016 г.	100000	500000			     4.0 или более поздняя   	3+		3,5	2 648	537	247	301	362	1 201
КонсультантПлюс	https://play.google.com/store/apps/details?id=com.consultantplus.app	29 февраля 2016 г.	1000000	5000000	 8,4M  	 8.1.193969  	     4.0.3 или более поздняя   	3+		4,5	13 495	578	367	613	1 832	10 105
Quto	https://play.google.com/store/apps/details?id=com.quto.ru	19 апреля 2016 г.	50000	100000	  Зависит от устройства 	  Зависит от устройства 	  Зависит от устройства   	3+	117105, Москва Варшавское ш., 9, стр. 1, БЦ «Даниловская мануфактура», корпус «Ряды Солдатенкова»	4,4	1 175	69	39	84	183	800
San Andreas города водитель	https://play.google.com/store/apps/details?id=com.tg.sanandreascitypolicedriver	30 сентября 2015 г.	100000	500000	 40M  	 1.3  	     2.3 или более поздняя   	3+	Nijkampenweg 33 7815 GB, Emmen	3,5	2 170	480	219	239	207	1 025
Билеты CD ГИБДД 2016	https://play.google.com/store/apps/details?id=com.doublerouble.avtogaicd	6 июня 2016 г.	10000	50000	 22M  	 1.5.0  	     2.3 или более поздняя   	3+	194295, Russia, St. Petersburg, pr. Prosvesheniya 33-1-186	4,4	80	3	3	8	11	55
Правила дорожного движения РФ	https://play.google.com/store/apps/details?id=org.prospekt0217na	22 августа 2011 г.	50	100	 2,8M  	 1.0.2  	     2.0 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	111020 Россия, Москва ул. Боровая д.7, стр.4	1,0	2	2	0	0	0	0
Экзамен ПДД 2015- Билеты	https://play.google.com/store/apps/details?id=com.w18474981	11 мая 2015 г.	1000	5000	 685k  	 0.1  	     2.3 или более поздняя   	3+		4,3	26	3	0	1	3	19
Билеты ПДД (Россия) +	https://play.google.com/store/apps/details?id=com.sedevelop.ref.pddexamrus	19 июня 2016 г.	10	50	 6,4M  	 2.96  	     4.1 или более поздняя   	3+	Russia, Moscow, 1-ya Brestskaya, 33/17	1,0	1	1	0	0	0	0
Ключ для Тренажер: Знаки ПДД	https://play.google.com/store/apps/details?id=world.easysolution.pddsigns.unlock	30 июня 2016 г.	10	50	 28k  	 1.0  	     2.3 или более поздняя   	3+	Russia, Novosibirsk, Rossiiskaja st. 10, 302	5,0	1	0	0	0	0	1
Город Вождение Stunt Simulator	https://play.google.com/store/apps/details?id=com.koenigz.CityDrivingStunt	7 июня 2016 г.	1000000	5000000	 44M  	 1.4.5  	     2.3 или более поздняя   	18+Крайне жестокие сцены	Hintere Str. 18 32676 Lügde Germany	4,0	15 467	2 321	941	1 268	1 509	9 428
ПДД разных стран	https://play.google.com/store/apps/details?id=com.appmk.book.AOUQRFNGFZCAPVAAI	8 февраля 2014 г.	1000	5000	 673k  	 1.0  	     1.6 или более поздняя   	3+	Yekaterinburg Turbinnaia 7	2,5	20	10	3	0	2	5
ГИБДД погони: билет	https://play.google.com/store/apps/details?id=com.gff.traffic.police.chase.ticket	14 декабря 2015 г.	100000	500000	 45M  	 1.1.1  	     2.3 или более поздняя   	3+	1st Floor, 310-CC, Bahria Town Lahore	3,7	1 156	245	85	98	97	631
Симулятор вождения	https://play.google.com/store/apps/details?id=com.touchgamesproduction.russiantraffic	31 октября 2014 г.	5000000	10000000	 31M  	 1.19  	     2.3.3 или более поздняя   	3+		4,1	133 578	14 300	6 543	12 022	20 023	80 690
Правила дорожного движения Укр	https://play.google.com/store/apps/details?id=com.mk_publisher1.pravila_dvigeniy_ukr	21 октября 2014 г.	500	1000	 2,7M  	 2.6.5  	     4.0 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,4	11	1	0	1	1	8
АйПопался	https://play.google.com/store/apps/details?id=ru.myplatfon.gibdd	1 февраля 2013 г.	50000	100000	 583k  	 1.0.3  	     2.2 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		3,1	454	165	25	46	45	173
GPS АнтиРадар (радар-детектор)	https://play.google.com/store/apps/details?id=air.StrelkaSD	16 июня 2016 г.	10000	50000	 16M  	 1.6.0  	     2.2 или более поздняя   	3+	111402, город Москва, аллея Жемчуговой, дом 5, корпус 2, для юридического лица ООО "РК Финанс".	4,6	3 804	147	78	155	578	2 845
GPS навигатор CityGuide	https://play.google.com/store/apps/details?id=cityguide.probki.net	30 июня 2016 г.	1000000	5000000	 30M  	 9.3.786  	     1.6 или более поздняя   	3+	MYOTATUULENMAKI 10 B 23 02330 ESPOO FINLAND	4,1	29 027	3 809	1 325	1 866	4 156	17 871
Driving School 2016	https://play.google.com/store/apps/details?id=com.ovilex.drivingschool2016	7 июня 2016 г.	10000000	50000000	 99M  	 1.5.0  	     4.0.3 или более поздняя   	3+	Strada Danton, 21, Satu Mare (Satu Mare), Romania	4,4	402 402	27 484	10 126	27 096	55 477	282 219
Smart Driver Антирадар	https://play.google.com/store/apps/details?id=com.smartdriver.antiradar	28 июля 2016 г.	100000	500000	 11M  	 1.4.0.6075  	     4.0.3 или более поздняя   	3+	111402, город Москва, аллея Жемчуговой, дом 5, корпус 2, для юридического лица ООО "РК Финанс".	4,2	2 133	207	92	126	320	1 388
HUD АнтиРадар (бесплатно)	https://play.google.com/store/apps/details?id=air.StrelkaHUDFREE	7 сентября 2015 г.	500000	1000000	 13M  	 1.11.1  	     2.2 или более поздняя   	3+	111402, город Москва, аллея Жемчуговой, дом 5, корпус 2, для юридического лица ООО "РК Финанс".	4,1	6 344	633	328	463	1 186	3 734
Штрафы ГИБДД официальные	https://play.google.com/store/apps/details?id=ru.shtrafyonline	9 августа 2016 г.	100000	500000	 2,4M  	 0.77  	     2.3 или более поздняя   	3+		4,5	5 800	221	64	107	1 322	4 086
Traffic Board Lite	https://play.google.com/store/apps/details?id=com.easysolution.world.trafficboard	25 июня 2016 г.	1000	5000	 1,2M  	 1.0  	     3.0 или более поздняя   	3+	Russia, Novosibirsk, Rossiiskaja st. 10, 302	3,4	23	7	1	1	3	11
Теория ГИБДД AB[Экзамен ПДД]	https://play.google.com/store/apps/details?id=com.anddeveloper.pddab	19 апреля 2013 г.	100	500	 1,2M  	 1.0.3  	     1.6 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		3,6	32	7	3	2	4	16
HUD АнтиРадар – Россия	https://play.google.com/store/apps/details?id=air.StrelkaHUDPREMIUM	7 июня 2016 г.	10000	50000	 16M  	 1.24.0  	     2.2 или более поздняя   	3+	111402, город Москва, аллея Жемчуговой, дом 5, корпус 2, для юридического лица ООО "РК Финанс".	4,6	1 875	39	41	64	256	1 475
Билеты ПДД 2016 PRO	https://play.google.com/store/apps/details?id=com.femtoice.pddru2016pro	24 июля 2016 г.	5	10	 12M  	 1.7  	     3.2 или более поздняя   	3+	Зеленая, д.9 Заречный, Пензенская область 442963 Russia							
Штрафы ГИБДД	https://play.google.com/store/apps/details?id=com.tools.gibdd.shtrafi.debts	12 апреля 2016 г.	500	1000	 3,8M  	 0.1  	     2.3 или более поздняя   	3+		1,0	1	1	0	0	0	0
РосШтрафы – Штрафы ГИБДД	https://play.google.com/store/apps/details?id=ru.rosfines.android	2 августа 2016 г.	50000	100000	 24M  	 1.1  	     4.0.3 или более поздняя   	3+		4,7	1 322	55	17	23	118	1 109
Бронежилет водителя	https://play.google.com/store/apps/details?id=meo.bronvod.com	30 мая 2012 г.	10000	50000	 2,7M  	 1.3  	     2.2 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,0	585	59	26	69	110	321
